1.0,128.0,256.0,128.0,256.0,8.388608e6,0.000189219,44.33279956029786,0.001403205,5.978177101706451
1.0,128.0,512.0,128.0,256.0,3.3554432e7,0.001558794,21.525892452755144,0.000151469,221.52672824142235
1.0,128.0,1024.0,128.0,256.0,1.34217728e8,0.001188765,112.9051814277843,0.000295429,454.31466782204865
1.0,128.0,2048.0,128.0,256.0,5.36870912e8,0.001784003,300.93610380700034,0.000506778,1059.380857101137
1.0,128.0,4096.0,128.0,256.0,2.147483648e9,0.003105369,691.5389597822352,0.001307105,1642.931247298419
1.0,128.0,8192.0,128.0,256.0,8.589934592e9,0.006780375,1266.881933816345,0.003583587,2397.021362115668
1.0,128.0,16384.0,128.0,256.0,3.4359738368e10,0.013338423,2575.9970551241327,0.005190391,6619.874758568286
1.0,128.0,32768.0,128.0,256.0,1.37438953472e11,0.034537659,3979.394013705446,0.021560041,6374.70742620573
1.0,128.0,256.0,256.0,256.0,1.6777216e7,0.000189759,88.41328211046644,0.000117229,143.11489477859575
1.0,128.0,512.0,256.0,256.0,6.7108864e7,0.000858937,78.13013527185346,0.0001537,436.6224072869226
1.0,128.0,1024.0,256.0,256.0,2.68435456e8,0.001479185,181.47524210967526,0.000410028,654.6759148155736
1.0,128.0,2048.0,256.0,256.0,1.073741824e9,0.001662994,645.6678881583457,0.001116936,961.3279758195636
1.0,128.0,4096.0,256.0,256.0,4.294967296e9,0.002983798,1439.4296450362926,0.001933753,2221.052686666808
1.0,128.0,8192.0,256.0,256.0,1.7179869184e10,0.006779196,2534.20452572842,0.003563627,4820.894325921316
1.0,128.0,16384.0,256.0,256.0,6.8719476736e10,0.014289268,4809.167043126352,0.009006987,7629.5743222456085
1.0,128.0,32768.0,256.0,256.0,2.74877906944e11,0.03593784,7648.704177657868,0.041974748,6548.649367567377
1.0,128.0,256.0,1024.0,256.0,6.7108864e7,0.000339659,197.57717004407363,0.00012975,517.2166782273603
1.0,128.0,512.0,1024.0,256.0,2.68435456e8,0.001187625,226.02711798758025,0.000183499,1462.8714924876977
1.0,128.0,1024.0,1024.0,256.0,1.073741824e9,0.001635804,656.4000479275023,0.000383939,2796.646925683507
1.0,128.0,2048.0,1024.0,256.0,4.294967296e9,0.003140058,1367.7987145460372,0.001724324,2490.8122232248697
1.0,128.0,4096.0,1024.0,256.0,1.7179869184e10,0.006095428,2818.4844745930886,0.00262491,6544.936467916996
1.0,128.0,8192.0,1024.0,256.0,6.8719476736e10,0.012250646,5609.457389920499,0.007106954,9669.32904532659
1.0,128.0,16384.0,1024.0,256.0,2.74877906944e11,0.029132493,9435.440590134185,0.031525207,8719.305378201007
1.0,128.0,32768.0,1024.0,256.0,1.099511627776e12,0.094118323,11682.227144824925,0.245872049,4471.885406445692
